firstname,lastname,gender,birthmonth,birthday,birthyear,course,phonenumber,carrier
name357,lastname357,Male,August,5,1997,BS Communications Technology Management,0927 733 6775,Globe
name358,lastname358,Female,August,17,1999,BS IT Entrepreneurship,0917 354 8160,Globe
name359,lastname359,Female,December,18,2000,BS Management,0927 612 3910,Globe
name360,lastname360,Male,May,11,1999,BS Management,0927 228 4106,Globe
name361,lastname361,Male,February,9,2001,BS Legal Management,0918 211 1764,Smart
name362,lastname362,Male,September,27,2001,BS Management Engineering,0917 340 3848,Globe
name363,lastname363,Male,October,21,1997,BS Management,0927 317 3533,Globe
name364,lastname364,Female,January,8,1997,BS Management,0927 592 8138,Globe
name365,lastname365,Female,July,6,1999,BS Management Engineering,0917 102 3528,Globe
name366,lastname366,Male,November,13,1997,BS IT Entrepreneurship,0918 384 3861,Smart
name367,lastname367,Male,May,15,1998,BS IT Entrepreneurship,0917 277 1823,Globe
name368,lastname368,Male,June,22,2000,BS IT Entrepreneurship,0927 594 7966,Globe
name369,lastname369,Male,March,1,2000,BS Management Engineering,0927 195 7539,Globe
name370,lastname370,Female,September,3,2001,BS IT Entrepreneurship,0927 126 8314,Globe
name371,lastname371,Female,January,26,1998,BS Legal Management,0927 788 6832,Globe
name372,lastname372,Female,August,25,1997,BS Communications Technology Management,0917 768 3190,Globe
name373,lastname373,Male,April,4,1998,BS Communications Technology Management,0927 499 8056,Globe
name374,lastname374,Male,March,6,1998,BS Communications Technology Management,0917 196 2990,Globe
name375,lastname375,Male,August,21,1999,BS IT Entrepreneurship,0918 187 3716,Smart
name376,lastname376,Male,April,24,1998,BS Management Engineering,0917 691 7182,Globe
name377,lastname377,Female,February,9,1998,BS IT Entrepreneurship,0927 256 3795,Globe
name378,lastname378,Male,December,5,1999,BS Communications Technology Management,0927 176 7320,Globe
name379,lastname379,Male,January,26,1997,BS Communications Technology Management,0927 360 1774,Globe
name380,lastname380,Female,March,12,1998,BS Management,0927 990 1362,Globe
name381,lastname381,Female,November,21,1998,BS Management,0918 334 8614,Smart
name382,lastname382,Female,June,14,1999,BS IT Entrepreneurship,0917 688 8237,Globe
name383,lastname383,Female,July,27,1999,BS Management Engineering,0927 547 7228,Globe
name384,lastname384,Male,February,6,1997,BS Legal Management,0927 731 1675,Globe
name385,lastname385,Male,September,18,1998,BS Legal Management,0918 389 8961,Smart
name386,lastname386,Female,October,6,1999,BS Management Engineering,0927 568 4260,Globe
name387,lastname387,Female,June,16,1999,BS Management,0927 477 1635,Globe
name388,lastname388,Female,January,2,2000,BS IT Entrepreneurship,0917 261 6867,Globe
name389,lastname389,Female,September,24,1999,BS Communications Technology Management,0927 508 2670,Globe
name390,lastname390,Male,January,21,2000,BS Management Engineering,0917 293 6725,Globe
name391,lastname391,Female,December,16,2000,BS Management,0927 487 4223,Globe
name392,lastname392,Male,August,2,1999,BS IT Entrepreneurship,0917 763 4974,Globe
name393,lastname393,Female,June,28,1998,BS Legal Management,0917 793 6625,Globe
name394,lastname394,Female,June,13,1999,BS IT Entrepreneurship,0927 552 3618,Globe
name395,lastname395,Male,January,23,2001,BS Management,0917 187 1504,Globe
name396,lastname396,Female,September,19,1999,BS Legal Management,0917 655 6808,Globe
name397,lastname397,Male,January,8,1999,BS Management Engineering,0918 441 4937,Smart
name398,lastname398,Male,September,2,1999,BS Legal Management,0917 807 2225,Globe
name399,lastname399,Male,August,25,2001,BS Management,0927 589 3638,Globe
name400,lastname400,Female,February,9,1999,BS Management,0917 785 6859,Globe
name401,lastname401,Female,October,3,1998,BS Management,0918 593 5046,Smart
name402,lastname402,Male,March,4,2001,BS IT Entrepreneurship,0918 486 8396,Smart
name403,lastname403,Female,June,20,1998,BS IT Entrepreneurship,0917 281 9618,Globe
name404,lastname404,Male,May,23,1997,BS Communications Technology Management,0917 621 8869,Globe
name405,lastname405,Male,November,4,1999,BS Management Engineering,0927 924 6856,Globe
name406,lastname406,Female,December,11,1998,BS Management Engineering,0918 184 7364,Smart
name407,lastname407,Male,May,17,1998,BS Management,0927 794 4417,Globe
name408,lastname408,Female,July,17,2001,BS Management,0927 472 7168,Globe
name409,lastname409,Female,August,1,1997,BS Management Engineering,0918 483 2009,Smart
name410,lastname410,Male,August,22,1997,BS Communications Technology Management,0917 347 8315,Globe
name411,lastname411,Male,February,20,1998,BS IT Entrepreneurship,0917 881 3071,Globe
name412,lastname412,Female,February,10,1999,BS Management,0917 681 7070,Globe
name413,lastname413,Male,May,9,1997,BS Management Engineering,0917 277 3163,Globe
name414,lastname414,Male,June,5,2001,BS IT Entrepreneurship,0917 367 2247,Globe
name415,lastname415,Female,November,15,1999,BS IT Entrepreneurship,0927 996 8602,Globe
name416,lastname416,Female,May,25,1998,BS Communications Technology Management,0917 211 3821,Globe
name417,lastname417,Male,June,12,1997,BS Management Engineering,0927 137 5483,Globe
name418,lastname418,Female,February,22,1998,BS IT Entrepreneurship,0927 146 1580,Globe
name419,lastname419,Male,February,14,1999,BS Management,0917 686 4318,Globe
name420,lastname420,Female,May,7,1999,BS Management,0918 870 7055,Smart
name421,lastname421,Female,June,27,2001,BS Communications Technology Management,0917 306 8677,Globe
name422,lastname422,Male,July,3,1997,BS Communications Technology Management,0927 364 8721,Globe
name423,lastname423,Male,September,14,2000,BS Management,0917 520 5319,Globe
name424,lastname424,Female,April,6,1998,BS Management,0918 812 6741,Smart
name425,lastname425,Male,April,14,1999,BS Management,0918 784 4632,Smart
name426,lastname426,Female,March,15,2000,BS Management Engineering,0927 103 8881,Globe
name427,lastname427,Male,November,13,1997,BS Management,0927 869 8588,Globe
name428,lastname428,Male,April,19,1998,BS Communications Technology Management,0918 373 8418,Smart
name429,lastname429,Female,November,10,2001,BS Communications Technology Management,0918 313 7865,Smart
name430,lastname430,Female,February,5,2001,BS Communications Technology Management,0927 804 2579,Globe
name431,lastname431,Female,June,5,1998,BS Management Engineering,0917 648 3069,Globe
name432,lastname432,Female,March,27,2001,BS Communications Technology Management,0927 329 1747,Globe
name433,lastname433,Male,November,17,1997,BS Management,0927 297 9518,Globe
name434,lastname434,Male,December,14,1997,BS Management Engineering,0927 931 6877,Globe
name435,lastname435,Male,August,23,2000,BS IT Entrepreneurship,0917 307 2012,Globe
name436,lastname436,Male,January,13,1998,BS IT Entrepreneurship,0917 243 4142,Globe
name437,lastname437,Female,February,28,2001,BS Communications Technology Management,0927 116 5889,Globe
name438,lastname438,Female,May,24,2000,BS Legal Management,0917 746 9784,Globe
name439,lastname439,Female,April,13,1998,BS Legal Management,0917 228 3833,Globe
name440,lastname440,Male,May,14,1997,BS Legal Management,0917 896 3614,Globe
name441,lastname441,Female,May,28,1999,BS Management Engineering,0927 292 9675,Globe
name442,lastname442,Female,July,23,1999,BS Communications Technology Management,0918 786 1587,Smart
name443,lastname443,Male,January,20,1999,BS IT Entrepreneurship,0918 315 9445,Smart
name444,lastname444,Female,April,16,1999,BS Communications Technology Management,0918 185 3883,Smart
name445,lastname445,Male,September,23,1997,BS Legal Management,0918 133 8176,Smart
name446,lastname446,Male,July,16,2000,BS Legal Management,0917 158 9222,Globe
name447,lastname447,Male,May,26,1998,BS Communications Technology Management,0918 777 2751,Smart
name448,lastname448,Female,January,23,1998,BS Communications Technology Management,0918 407 6344,Smart
name449,lastname449,Female,April,26,1997,BS IT Entrepreneurship,0918 992 1668,Smart
name450,lastname450,Male,March,28,2001,BS Management,0918 661 9609,Smart
name451,lastname451,Male,March,26,2000,BS Legal Management,0918 554 4787,Smart
name452,lastname452,Male,December,27,1998,BS Legal Management,0927 196 8999,Globe
name453,lastname453,Male,October,24,1999,BS IT Entrepreneurship,0927 768 6004,Globe
name454,lastname454,Male,August,3,1999,BS IT Entrepreneurship,0918 563 6928,Smart
name455,lastname455,Female,March,4,1999,BS Management Engineering,0927 992 1613,Globe
name456,lastname456,Female,March,21,2000,BS Management,0918 966 5429,Smart
name457,lastname457,Female,December,24,1997,BS IT Entrepreneurship,0917 950 6481,Globe
name458,lastname458,Female,January,11,1998,BS IT Entrepreneurship,0927 174 8702,Globe
name459,lastname459,Male,January,26,2001,BS IT Entrepreneurship,0927 810 5085,Globe
name460,lastname460,Male,April,26,1997,BS Legal Management,0918 955 5912,Smart
name461,lastname461,Female,April,14,1997,BS Communications Technology Management,0917 365 4093,Globe
name462,lastname462,Female,August,13,2000,BS Legal Management,0927 161 4112,Globe
name463,lastname463,Female,December,9,2001,BS Management Engineering,0927 712 6963,Globe
name464,lastname464,Male,January,24,1999,BS Communications Technology Management,0918 694 3625,Smart
name465,lastname465,Male,February,27,1999,BS Management Engineering,0927 221 6429,Globe
name466,lastname466,Male,February,5,1997,BS Legal Management,0918 380 9040,Smart
name467,lastname467,Male,October,26,1999,BS IT Entrepreneurship,0917 319 5070,Globe
name468,lastname468,Female,June,8,2000,BS Communications Technology Management,0918 799 5285,Smart
name469,lastname469,Female,August,8,1999,BS IT Entrepreneurship,0918 941 5488,Smart
name470,lastname470,Male,June,21,1998,BS IT Entrepreneurship,0927 534 2876,Globe
name471,lastname471,Male,May,24,1999,BS Communications Technology Management,0917 908 5006,Globe
name472,lastname472,Female,January,28,1999,BS Management Engineering,0927 402 4494,Globe
name473,lastname473,Female,December,7,1999,BS Management Engineering,0918 754 3507,Smart
name474,lastname474,Male,November,19,1998,BS Management,0927 559 5075,Globe
name475,lastname475,Female,September,7,1998,BS IT Entrepreneurship,0927 733 7323,Globe
name476,lastname476,Female,March,7,1998,BS Management,0918 646 3244,Smart
name477,lastname477,Male,November,20,2000,BS Management Engineering,0917 320 8047,Globe
name478,lastname478,Male,August,4,1998,BS Management,0917 759 3071,Globe
name479,lastname479,Male,May,19,1999,BS Management Engineering,0918 870 9843,Smart
name480,lastname480,Female,June,3,1997,BS IT Entrepreneurship,0927 217 6206,Globe
name481,lastname481,Female,August,14,1999,BS Management Engineering,0927 861 5556,Globe
name482,lastname482,Male,January,20,2000,BS Legal Management,0927 545 5153,Globe
name483,lastname483,Female,November,17,2000,BS Legal Management,0918 373 5268,Smart
name484,lastname484,Female,June,10,1998,BS Management,0917 200 5708,Globe
name485,lastname485,Female,July,3,1997,BS Management Engineering,0918 417 2231,Smart
name486,lastname486,Male,May,9,1998,BS Management,0917 179 4262,Globe
name487,lastname487,Female,November,10,1997,BS IT Entrepreneurship,0917 695 4286,Globe
name488,lastname488,Male,November,16,1998,BS Management Engineering,0918 401 8010,Smart
name489,lastname489,Male,July,9,1999,BS IT Entrepreneurship,0927 710 7161,Globe
name490,lastname490,Male,September,2,1997,BS Communications Technology Management,0917 894 8484,Globe
name491,lastname491,Male,April,20,2001,BS Communications Technology Management,0918 221 2946,Smart
name492,lastname492,Male,June,15,1997,BS Management,0918 174 8000,Smart
name493,lastname493,Female,July,27,1998,BS IT Entrepreneurship,0918 702 6770,Smart
name494,lastname494,Female,December,9,2000,BS Legal Management,0918 695 2117,Smart
name495,lastname495,Male,June,5,1997,BS IT Entrepreneurship,0927 508 1619,Globe
name496,lastname496,Male,September,8,1999,BS IT Entrepreneurship,0917 395 6151,Globe
name497,lastname497,Female,May,19,1999,BS Management Engineering,0927 372 3298,Globe
name498,lastname498,Male,July,28,1998,BS Management Engineering,0918 531 2515,Smart
name499,lastname499,Female,July,3,1997,BS Legal Management,0917 396 4526,Globe
name500,lastname500,Female,December,11,1998,BS Management,0918 185 5929,Smart
name501,lastname501,Male,June,22,1997,BS Management,0917 590 9444,Globe
name502,lastname502,Female,July,24,1997,BS Management Engineering,0917 878 5177,Globe
name503,lastname503,Female,May,10,1997,BS IT Entrepreneurship,0927 567 2696,Globe
name504,lastname504,Female,June,5,2000,BS Legal Management,0918 406 5783,Smart
name505,lastname505,Female,July,20,1999,BS Management,0917 954 2865,Globe
name506,lastname506,Female,May,4,1999,BS Management Engineering,0927 643 5522,Globe
name507,lastname507,Male,August,12,1999,BS Management Engineering,0918 273 5732,Smart
name508,lastname508,Male,September,22,1997,BS Communications Technology Management,0917 802 1053,Globe
name509,lastname509,Female,April,10,2001,BS Communications Technology Management,0927 100 9522,Globe
name510,lastname510,Female,December,28,1998,BS Communications Technology Management,0918 449 1726,Smart
name511,lastname511,Male,April,11,1998,BS Management Engineering,0917 688 3781,Globe
name512,lastname512,Female,August,18,1998,BS Management Engineering,0917 543 6559,Globe
name513,lastname513,Female,April,5,1999,BS Management Engineering,0927 232 8037,Globe
name514,lastname514,Male,January,12,1999,BS IT Entrepreneurship,0927 608 4902,Globe
name515,lastname515,Female,June,11,1998,BS Legal Management,0927 827 3644,Globe
name516,lastname516,Male,February,17,2000,BS IT Entrepreneurship,0927 357 4989,Globe
name517,lastname517,Male,April,27,2001,BS Management Engineering,0917 491 1993,Globe
name518,lastname518,Male,February,26,1997,BS Communications Technology Management,0918 797 8291,Smart
name519,lastname519,Male,November,24,1997,BS Management,0917 314 2329,Globe
name520,lastname520,Female,May,15,2000,BS Management Engineering,0927 775 3422,Globe
name521,lastname521,Male,November,21,1999,BS IT Entrepreneurship,0927 387 5890,Globe
name522,lastname522,Female,July,13,1997,BS Management Engineering,0927 473 8626,Globe
name523,lastname523,Male,August,21,2000,BS Communications Technology Management,0927 699 3438,Globe
name524,lastname524,Male,December,11,1997,BS Legal Management,0927 325 6294,Globe
name525,lastname525,Female,June,15,2001,BS Communications Technology Management,0917 177 4774,Globe
name526,lastname526,Male,March,10,1998,BS Management Engineering,0918 538 5327,Smart
name527,lastname527,Male,April,1,2001,BS Management,0918 812 7959,Smart
name528,lastname528,Female,June,11,1998,BS Management,0927 372 4811,Globe
name529,lastname529,Female,February,11,1997,BS Legal Management,0927 469 5706,Globe
name530,lastname530,Male,November,18,1997,BS Management Engineering,0927 444 7700,Globe
