firstname,lastname,birthmonth,birthday,birthyear,course,phonenumber
name436,lastname436,January,13,1998,BS IT Entrepreneurship,0917 243 4142
name437,lastname437,February,28,2001,BS Communications Technology Management,0927 116 5889
name438,lastname438,May,24,2000,BS Legal Management,0917 746 9784
name439,lastname439,April,13,1998,BS Legal Management,0917 228 3833
name440,lastname440,May,14,1997,BS Legal Management,0917 896 3614
name441,lastname441,May,28,1999,BS Management Engineering,0927 292 9675
name442,lastname442,July,23,1999,BS Communications Technology Management,0918 786 1587
name443,lastname443,January,20,1999,BS IT Entrepreneurship,0918 315 9445
name444,lastname444,April,16,1999,BS Communications Technology Management,0918 185 3883
name445,lastname445,September,23,1997,BS Legal Management,0918 133 8176
name446,lastname446,July,16,2000,BS Legal Management,0917 158 9222
name447,lastname447,May,26,1998,BS Communications Technology Management,0918 777 2751
name448,lastname448,January,23,1998,BS Communications Technology Management,0918 407 6344
name449,lastname449,April,26,1997,BS IT Entrepreneurship,0918 992 1668
name450,lastname450,March,28,2001,BS Management,0918 661 9609
name451,lastname451,March,26,2000,BS Legal Management,0918 554 4787
name452,lastname452,December,27,1998,BS Legal Management,0927 196 8999
name453,lastname453,October,24,1999,BS IT Entrepreneurship,0927 768 6004
name454,lastname454,August,3,1999,BS IT Entrepreneurship,0918 563 6928
name455,lastname455,March,4,1999,BS Management Engineering,0927 992 1613
name456,lastname456,March,21,2000,BS Management,0918 966 5429
name457,lastname457,December,24,1997,BS IT Entrepreneurship,0917 950 6481
name458,lastname458,January,11,1998,BS IT Entrepreneurship,0927 174 8702
name459,lastname459,January,26,2001,BS IT Entrepreneurship,0927 810 5085
name460,lastname460,April,26,1997,BS Legal Management,0918 955 5912
name461,lastname461,April,14,1997,BS Communications Technology Management,0917 365 4093
name462,lastname462,August,13,2000,BS Legal Management,0927 161 4112
name463,lastname463,December,9,2001,BS Management Engineering,0927 712 6963
name464,lastname464,January,24,1999,BS Communications Technology Management,0918 694 3625
name465,lastname465,February,27,1999,BS Management Engineering,0927 221 6429
name466,lastname466,February,5,1997,BS Legal Management,0918 380 9040
name467,lastname467,October,26,1999,BS IT Entrepreneurship,0917 319 5070
name468,lastname468,June,8,2000,BS Communications Technology Management,0918 799 5285
name469,lastname469,August,8,1999,BS IT Entrepreneurship,0918 941 5488
name470,lastname470,June,21,1998,BS IT Entrepreneurship,0927 534 2876
name471,lastname471,May,24,1999,BS Communications Technology Management,0917 908 5006
name472,lastname472,January,28,1999,BS Management Engineering,0927 402 4494
name473,lastname473,December,7,1999,BS Management Engineering,0918 754 3507
name474,lastname474,November,19,1998,BS Management,0927 559 5075
name475,lastname475,September,7,1998,BS IT Entrepreneurship,0927 733 7323
name476,lastname476,March,7,1998,BS Management,0918 646 3244
name477,lastname477,November,20,2000,BS Management Engineering,0917 320 8047
name478,lastname478,August,4,1998,BS Management,0917 759 3071
name479,lastname479,May,19,1999,BS Management Engineering,0918 870 9843
name480,lastname480,June,3,1997,BS IT Entrepreneurship,0927 217 6206
name481,lastname481,August,14,1999,BS Management Engineering,0927 861 5556
name482,lastname482,January,20,2000,BS Legal Management,0927 545 5153
name483,lastname483,November,17,2000,BS Legal Management,0918 373 5268
name484,lastname484,June,10,1998,BS Management,0917 200 5708
name485,lastname485,July,3,1997,BS Management Engineering,0918 417 2231
name486,lastname486,May,9,1998,BS Management,0917 179 4262
name487,lastname487,November,10,1997,BS IT Entrepreneurship,0917 695 4286
name488,lastname488,November,16,1998,BS Management Engineering,0918 401 8010
name489,lastname489,July,9,1999,BS IT Entrepreneurship,0927 710 7161
name490,lastname490,September,2,1997,BS Communications Technology Management,0917 894 8484
name491,lastname491,April,20,2001,BS Communications Technology Management,0918 221 2946
name492,lastname492,June,15,1997,BS Management,0918 174 8000
name493,lastname493,July,27,1998,BS IT Entrepreneurship,0918 702 6770
name494,lastname494,December,9,2000,BS Legal Management,0918 695 2117
name495,lastname495,June,5,1997,BS IT Entrepreneurship,0927 508 1619
name496,lastname496,September,8,1999,BS IT Entrepreneurship,0917 395 6151
name497,lastname497,May,19,1999,BS Management Engineering,0927 372 3298
name498,lastname498,July,28,1998,BS Management Engineering,0918 531 2515
name499,lastname499,July,3,1997,BS Legal Management,0917 396 4526
name500,lastname500,December,11,1998,BS Management,0918 185 5929
name501,lastname501,June,22,1997,BS Management,0917 590 9444
name502,lastname502,July,24,1997,BS Management Engineering,0917 878 5177
name503,lastname503,May,10,1997,BS IT Entrepreneurship,0927 567 2696
name504,lastname504,June,5,2000,BS Legal Management,0918 406 5783
name505,lastname505,July,20,1999,BS Management,0917 954 2865
name506,lastname506,May,4,1999,BS Management Engineering,0927 643 5522
name507,lastname507,August,12,1999,BS Management Engineering,0918 273 5732
name508,lastname508,September,22,1997,BS Communications Technology Management,0917 802 1053
name509,lastname509,April,10,2001,BS Communications Technology Management,0927 100 9522
name510,lastname510,December,28,1998,BS Communications Technology Management,0918 449 1726
name511,lastname511,April,11,1998,BS Management Engineering,0917 688 3781
name512,lastname512,August,18,1998,BS Management Engineering,0917 543 6559
name513,lastname513,April,5,1999,BS Management Engineering,0927 232 8037
name514,lastname514,January,12,1999,BS IT Entrepreneurship,0927 608 4902
name515,lastname515,June,11,1998,BS Legal Management,0927 827 3644
name516,lastname516,February,17,2000,BS IT Entrepreneurship,0927 357 4989
name517,lastname517,April,27,2001,BS Management Engineering,0917 491 1993
name518,lastname518,February,26,1997,BS Communications Technology Management,0918 797 8291
name519,lastname519,November,24,1997,BS Management,0917 314 2329
name520,lastname520,May,15,2000,BS Management Engineering,0927 775 3422
name521,lastname521,November,21,1999,BS IT Entrepreneurship,0927 387 5890
name522,lastname522,July,13,1997,BS Management Engineering,0927 473 8626
name523,lastname523,August,21,2000,BS Communications Technology Management,0927 699 3438
name524,lastname524,December,11,1997,BS Legal Management,0927 325 6294
name525,lastname525,June,15,2001,BS Communications Technology Management,0917 177 4774
name526,lastname526,March,10,1998,BS Management Engineering,0918 538 5327
name527,lastname527,April,1,2001,BS Management,0918 812 7959
name528,lastname528,June,11,1998,BS Management,0927 372 4811
name529,lastname529,February,11,1997,BS Legal Management,0927 469 5706
name530,lastname530,November,18,1997,BS Management Engineering,0927 444 7700
name531,lastname531,November,19,2000,BS Management,0927 622 3854
name532,lastname532,October,9,1998,BS IT Entrepreneurship,0917 910 9162
name533,lastname533,May,4,2001,BS IT Entrepreneurship,0927 373 9316
name534,lastname534,May,23,2001,BS Communications Technology Management,0917 251 1124
name535,lastname535,March,4,1997,BS Management Engineering,0927 577 7471
name536,lastname536,June,15,2000,BS IT Entrepreneurship,0918 138 1962
name537,lastname537,April,13,1998,BS Legal Management,0927 792 8939
name538,lastname538,March,9,1999,BS Management,0927 830 8250
name539,lastname539,November,18,1998,BS Management,0918 194 4060
name540,lastname540,February,4,1997,BS Management Engineering,0918 921 3557
name541,lastname541,October,20,1997,BS Management,0918 414 4111
name542,lastname542,March,5,1997,BS IT Entrepreneurship,0918 340 9046
name543,lastname543,June,4,1998,BS Management,0927 485 1284
name544,lastname544,November,22,1998,BS Communications Technology Management,0927 151 7167
name545,lastname545,February,7,1999,BS Management Engineering,0927 114 7594
name546,lastname546,December,21,1998,BS Management,0917 937 2325
name547,lastname547,November,9,1998,BS Legal Management,0927 431 9754
name548,lastname548,June,3,1997,BS Legal Management,0927 425 8002
name549,lastname549,June,20,2000,BS Management,0917 581 5639
name550,lastname550,March,12,1998,BS Communications Technology Management,0918 580 7526
name551,lastname551,February,11,1997,BS Legal Management,0917 556 4934
name552,lastname552,March,26,1997,BS Legal Management,0927 822 3280
name553,lastname553,November,5,1998,BS IT Entrepreneurship,0927 264 3760
name554,lastname554,November,28,2001,BS IT Entrepreneurship,0917 886 1007
name555,lastname555,April,21,2001,BS Management,0918 364 5430
name556,lastname556,January,19,1998,BS Management Engineering,0927 440 8339
name557,lastname557,April,22,1998,BS Management Engineering,0917 925 3058
name558,lastname558,August,24,1999,BS Management Engineering,0917 474 3597
name559,lastname559,August,1,2001,BS Legal Management,0918 195 9569
name560,lastname560,December,15,1997,BS Management,0917 551 4269
name561,lastname561,December,26,1999,BS Legal Management,0918 177 8086
name562,lastname562,January,8,1999,BS Management Engineering,0927 217 6451
name563,lastname563,December,18,1999,BS Communications Technology Management,0917 363 9982
name564,lastname564,March,23,1999,BS IT Entrepreneurship,0927 295 8046
name565,lastname565,August,26,1997,BS Management Engineering,0917 249 5815
name566,lastname566,February,11,1997,BS Management Engineering,0927 748 6818
name567,lastname567,August,2,1997,BS Management,0918 793 6810
name568,lastname568,January,6,1999,BS Management Engineering,0917 225 8310
name569,lastname569,October,10,2001,BS Management,0917 574 1808
name570,lastname570,August,21,2000,BS Communications Technology Management,0918 689 5703
name571,lastname571,March,27,1999,BS IT Entrepreneurship,0927 293 8314
name572,lastname572,March,8,1998,BS Legal Management,0917 714 4402
name573,lastname573,June,13,2000,BS IT Entrepreneurship,0927 495 3274
name574,lastname574,December,6,1999,BS Legal Management,0927 313 7592
name575,lastname575,May,15,1997,BS Management Engineering,0917 812 7658
name576,lastname576,November,3,1997,BS Legal Management,0918 973 2935
name577,lastname577,December,17,1997,BS Communications Technology Management,0918 404 3126
name578,lastname578,September,14,2001,BS Communications Technology Management,0918 335 5068
name579,lastname579,August,4,1998,BS Communications Technology Management,0918 304 2412
name580,lastname580,January,8,1998,BS IT Entrepreneurship,0918 348 1352
name581,lastname581,December,26,1999,BS Management,0918 880 4150
name582,lastname582,May,24,1999,BS Management Engineering,0917 494 9681
name583,lastname583,August,11,1997,BS Management Engineering,0918 989 8679
name584,lastname584,June,11,1998,BS Management Engineering,0927 359 3617
name585,lastname585,September,22,1999,BS Legal Management,0917 505 5839
name586,lastname586,August,27,1999,BS IT Entrepreneurship,0927 845 2484
name587,lastname587,February,19,1999,BS Management,0927 282 1066
name588,lastname588,November,24,1997,BS Management,0927 615 8231
name589,lastname589,September,19,1999,BS IT Entrepreneurship,0917 984 9015
name590,lastname590,April,18,1998,BS Management Engineering,0917 693 5469
name591,lastname591,November,16,2000,BS Management Engineering,0918 955 1464
name592,lastname592,August,2,1999,BS IT Entrepreneurship,0917 511 2548
name593,lastname593,March,17,1998,BS IT Entrepreneurship,0918 925 1254
name594,lastname594,May,10,1997,BS IT Entrepreneurship,0927 943 7120
name595,lastname595,October,9,2000,BS Management Engineering,0917 179 8860
name596,lastname596,April,14,1997,BS Management Engineering,0927 597 5052
name597,lastname597,June,13,2001,BS Management,0917 472 6191
name598,lastname598,December,9,1998,BS Management,0927 269 3083
name599,lastname599,March,3,1997,BS Management,0927 869 7453
name600,lastname600,August,23,1999,BS Management,0927 929 8643
name601,lastname601,June,7,2000,BS Management Engineering,0927 199 7786
name602,lastname602,January,27,1997,BS Communications Technology Management,0927 244 7754
name603,lastname603,August,24,1999,BS IT Entrepreneurship,0917 518 5769
name604,lastname604,September,16,1999,BS IT Entrepreneurship,0918 467 8650
name605,lastname605,March,16,1997,BS Communications Technology Management,0918 955 9875
name606,lastname606,July,27,1997,BS IT Entrepreneurship,0917 606 1240
name607,lastname607,April,5,1999,BS Management Engineering,0917 507 6695
name608,lastname608,September,13,2000,BS Legal Management,0918 631 4366
name609,lastname609,January,18,1998,BS Management Engineering,0917 208 1541
name610,lastname610,November,21,1998,BS Management,0917 885 3585
name611,lastname611,November,4,2000,BS Legal Management,0917 723 7524
